Date,Title,URL,Commodity,Entry_Type,Announcement_Type,Hedging_Percentage,Speculative_Percentage,Effective_Date,Adjustment_Type,Operation_Type,Operation_Description,Affected_Parties,Source_Sentence,Parsing_Method,Confidence,Scraped_At,Interest_Score,Interest_Details,Detected_Commodities,Batch_Number
2025-01-22,Shanghai International Energy Exchange issued a notice on the work arrangements during the 2025 Spring Festival,https://www.shfe.com.cn/publicnotice/notice/202501/t20250122_824395.html,no20_rubber,margin_data,margin_adjustment,0,0,2025-02-05,restored_to_original,,,,The price limit ranges and trading margin ratios of all futures contracts have been restored to their original levels.,Gemini_Enhanced,high,2025-06-26T07:49:29.158029,3,official_exchange_announcement; recent_year:2025,,7
2025-01-21,"Announcement on the approval of Yunnan Chihong Zinc and Germanium Co., Ltd. to change the ""Chihong Zinc and Germanium"" brand silver ingot logo registered in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250121_824385.html,silver,operational_data,other,,,2025-01-21,adjusted_to,quality_change,"Yunnan Chihong Zinc and Germanium Co., Ltd. changes its silver ingot logo to ""Chihong Zinc and Germanium"" , and other registration information remains unchanged; From the date of the announcement, pro","Yunnan Chihong Zinc and Germanium Co., Ltd.","Agree that Yunnan Chihong Zinc and Germanium Co., Ltd. changes its silver ingot logo to ""Chihong Zinc and Germanium"" , and other registration information remains unchanged",Gemini_Enhanced,high,2025-06-26T07:49:37.065856,5,general_commodities:2; recent_year:2025,,7
2025-01-17,"Announcement on Approval of New Origin for the Registration of “Baosteel” Brand Hot-Rolled Coil of Baosteel Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824374.html,hot_rolled_coil,operational_data,warehouse_operations,,,2025-01-17,increased,warehouse_capacity,"Agree to add Wuhan, Hubei and Zhanjiang, Guangdong as the production sites for Baosteel brand hot-rolled coils","Baosteel Co., Ltd.; Wuhan Iron and Steel Co., Ltd.; Baosteel Zhanjiang Iron and Steel Co., Ltd.","Agree to add Wuhan, Hubei and Zhanjiang, Guangdong as the production sites for Baosteel brand hot-rolled coils of Baosteel Co., Ltd.",Gemini_Enhanced,high,2025-06-26T07:49:45.776824,3,general_commodities:1; recent_year:2025,,7
2025-01-17,"Announcement on the approval of the registration of ""Chenggang"" brand rebar of Yunnan Qujing Chenggang Iron and Steel (Group) Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824373.html,rebar,operational_data,other,,,2025-01-17,increased,brand_registration,"The ""Chenggang"" brand rebar products of Yunnan Qujing Chenggang Iron and Steel (Group) Co., Ltd. are now registered and approved for delivery of rebar futures contracts.","Yunnan Qujing Chenggang Iron and Steel (Group) Co., Ltd.","From the date of this announcement, the above-mentioned products can be used for the performance and delivery of our rebar futures contracts.",Gemini_Enhanced,high,2025-06-26T07:49:54.117555,5,general_commodities:2; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,nickel,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for nickel futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295324,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,gold,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for gold futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295377,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,silver,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for silver futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295404,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,tin,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for tin futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295425,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,hot-rolled coil,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for hot-rolled coil futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295446,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,natural rubber,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for natural rubber futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295462,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,pulp,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for pulp futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295474,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,fuel oil,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for fuel oil futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295485,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,alumina,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for alumina futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295498,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824372.html,butadiene rubber,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for butadiene rubber futures.,,"In order to further improve the quality of market operation and better serve the development of the real economy, we now recruit additional market makers for relevant products in accordance with the """,Gemini_Enhanced,high,2025-06-26T07:50:11.295511,3,general_commodities:1; recent_year:2025,,7
2025-01-17,Shanghai International Energy Exchange issued a notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824371.html,crude oil,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for crude oil futures and options.,,"Futures products: crude oil, container shipping index (European line). Option type: crude oil.",Gemini_Enhanced,high,2025-06-26T07:50:21.274436,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,7
2025-01-17,Shanghai International Energy Exchange issued a notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824371.html,container shipping index,operational_data,other,,,2025-01-24,increased,market_maker_recruitment,Recruitment of additional market makers for container shipping index (European line) futures.,,"Futures products: crude oil, container shipping index (European line).",Gemini_Enhanced,high,2025-06-26T07:50:21.274447,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,7
2025-01-17,Shanghai International Energy Exchange issued a notice on the recruitment of additional market makers for futures and options products,https://www.shfe.com.cn/publicnotice/notice/202501/t20250117_824371.html,No. 20 rubber,operational_data,other,,,2025-01-24,increased,warehouse_capacity,Increase activated storage capacity,"Shandong Zhongchu International Logistics Co., Ltd.",Shanghai International Energy Exchange announcement on agreeing to increase activated storage capacity for No. 20 rubber futures,Gemini_Enhanced,high,2025-06-26T07:50:21.274450,5,general_commodities:1; official_exchange_announcement; recent_year:2025,,7
2025-01-16,Announcement on restricting opening positions for some customers,https://www.shfe.com.cn/publicnotice/notice/202501/t20250116_824362.html,zinc,operational_data,other,,,2025-01-16,suspended,position_limit_restriction,The account group of Ying×× (00794028) (account group number: B0004219) exceeded the daily opening transaction volume limit on the zinc futures (ZN) 2503 contract and reached the exchange's processing,Ying×× (00794028),"On January 16, 2025 , the account group of Ying×× ( 00794028 ) (account group number : B0004219 ) exceeded the daily opening transaction volume limit on the zinc futures ( ZN ) 2503 contract for the f",Gemini_Enhanced,high,2025-06-26T07:50:32.149331,3,general_commodities:1; recent_year:2025,,7
2025-01-14,"Announcement on Approval of Hainan New Cisco E-Commerce Co., Ltd. to Cancel the Qualification of Natural Rubber Futures Delivery Warehouse",https://www.shfe.com.cn/publicnotice/notice/202501/t20250114_824333.html,natural rubber,operational_data,warehouse_operations,,,2025-01-14,suspended,delivery_suspension,"Hainan New Cisco E-Commerce Co., Ltd. will no longer be a delivery warehouse for natural rubber futures.","Hainan New Cisco E-Commerce Co., Ltd.","Agree to Hainan New Cisco E-Commerce Co., Ltd. to cancel the Qualification for the natural rubber futures delivery warehouse at No. 9 Yonggui Road, Yonggui Development Zone, Jinpan, Changliu, Haikou C",Gemini_Enhanced,high,2025-06-26T07:50:39.825218,11,rubber_warehouse_announcement; trading_operations:2; recent_year:2025,rubber_warehouse,7
2025-01-10,Announcement on restricting opening positions for some customers,https://www.shfe.com.cn/publicnotice/notice/202501/t20250110_824317.html,Aluminum,operational_data,other,,,2025-01-10,suspended,position_limit,Regulatory measures to restrict the opening of positions for 5 trading days for the relevant customers on the corresponding contracts.,Liu ×× (00112064) group (account group number: B0002431),The exchange decided to take regulatory measures to restrict the opening of positions for 5 trading days for the relevant customers on the corresponding contracts.,Gemini_Enhanced,high,2025-06-26T07:50:47.921902,3,general_commodities:1; recent_year:2025,,7
2025-01-09,"Shanghai International Energy Exchange issued an announcement on approving Tianjin Zhongchu Lutong Logistics Co., Ltd. to become the delivery warehouse for No. 20 rubber futures",https://www.shfe.com.cn/publicnotice/notice/202501/t20250109_824299.html,No. 20 rubber,operational_data,warehouse_operations,,,2025-01-09,increased,warehouse_capacity,"Tianjin Zhongchu Lutong Logistics Co., Ltd. approved as delivery warehouse for TSR20 futures. Warehouse No. 187 Luoyang Road, Tianjin Free Trade Pilot Zone designated as storage point with approved/ac","Tianjin Zhongchu Lutong Logistics Co., Ltd.","The Shanghai International Energy Exchange issued an announcement approving Tianjin Zhongchu Lutong Logistics Co., Ltd. to become a delivery warehouse for TSR20 futures.",Gemini_Enhanced,high,2025-06-26T07:51:03.149461,13,rubber_warehouse_announcement; trading_operations:2; official_exchange_announcement; recent_year:2025,rubber_warehouse,7
2025-01-09,"Announcement on the approval of the registration of ""Baogang"" brand hot-rolled coils of Inner Mongolia Baotou Steel Union Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250109_824293.html,hot rolled coil,operational_data,other,,,2025-01-09,increased,brand_registration,"Approval of ""Baogang"" brand (graphic trademark) hot-rolled coil products from Inner Mongolia Baotou Steel Union Co., Ltd. for delivery of hot-rolled coil futures contracts.","Inner Mongolia Baotou Steel Union Co., Ltd.","We agree to register the ""Baogang"" brand (graphic trademark) hot-rolled coil products of Inner Mongolia Baotou Steel Union Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:51:11.605297,3,general_commodities:1; recent_year:2025,,7
2025-01-09,"Announcement on the approval of the registration of ""Baogang"" brand rebar of Inner Mongolia Baotou Steel Union Co., Ltd. in our institute",https://www.shfe.com.cn/publicnotice/notice/202501/t20250109_824292.html,rebar,operational_data,other,,,2025-01-09,increased,brand_registration,"The ""Baogang"" brand (graphic trademark) rebar products produced by Inner Mongolia Baotou Steel Union Co., Ltd. are now registered and approved for delivery of rebar futures contracts.","Inner Mongolia Baotou Steel Union Co., Ltd.","We agree to register the ""Baogang"" brand (graphic trademark) rebar products produced by Inner Mongolia Baotou Steel Union Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:51:21.270847,5,general_commodities:2; recent_year:2025,,7
2025-01-09,"Announcement on Approval of Hainan Port and Shipping Logistics Co., Ltd. to Increase Natural Rubber Futures Storage Points",https://www.shfe.com.cn/publicnotice/notice/202501/t20250109_824296.html,natural rubber,operational_data,warehouse_operations,,,2025-01-09,remains_at,warehouse_capacity,"Agree to Hainan Port and Shipping Logistics Co., Ltd. to increase the natural rubber futures storage point. The storage address is located at No. 16 , Yangpu Avenue, Yangpu Economic Development Zone, ","Hainan Port and Shipping Logistics Co., Ltd.","Agree to Hainan Port and Shipping Logistics Co., Ltd. to increase the natural rubber futures storage point... The approved storage capacity of 26,000 tons remains unchanged.",Gemini_Enhanced,high,2025-06-26T07:51:30.916954,8,rubber_announcement; trading_operations:2; recent_year:2025,rubber,7
2025-01-09,Announcement on Approval of the National Grain and Material Reserves Bureau Shandong Bureau 832 to Add Natural Rubber Futures Storage Points,https://www.shfe.com.cn/publicnotice/notice/202501/t20250109_824294.html,natural rubber,operational_data,warehouse_operations,,,2025-01-09,remains_at,warehouse_capacity,Agree to the addition of a natural rubber futures storage point at the 832nd Office of the Shandong Bureau of the National Grain and Material Reserves Administration. The storage address is located at,National Grain and Material Reserves Bureau Shandong Bureau 832,Agree to the addition of a natural rubber futures storage point at the 832nd Office of the Shandong Bureau of the National Grain and Material Reserves Administration...The approved storage capacity of,Gemini_Enhanced,high,2025-06-26T07:51:41.132380,7,rubber_announcement; trading_operations:1; recent_year:2025,rubber,7
2025-01-02,Announcement on restricting opening positions for some customers,https://www.shfe.com.cn/publicnotice/notice/202501/t20250102_824217.html,aluminum,operational_data,other,,,2025-01-02,suspended,position_limit,The exchange decided to take regulatory measures to restrict the opening of positions for 5 trading days for the relevant customers on the corresponding contracts.,×× Company (03711572),The exchange decided to take regulatory measures to restrict the opening of positions for 5 trading days for the relevant customers on the corresponding contracts.,Gemini_Enhanced,high,2025-06-26T07:51:55.139139,3,general_commodities:1; recent_year:2025,,7
2025-01-02,Shanghai International Energy Exchange Releases Announcement on Public Comments on Revision of Shanghai International Energy Exchange Settlement Rules and Other Business Rules,https://www.shfe.com.cn/publicnotice/notice/202501/t20250102_824210.html,,operational_data,other,,,2025-01-08,,rule_change_proposal,Public comment period on proposed revisions to the Shanghai International Energy Exchange Settlement Rules and the Shanghai International Energy Exchange Violation Handling Implementation Rules.,,"The Shanghai International Energy Exchange issued an announcement on soliciting public opinions on the revision of the ""Shanghai International Energy Exchange Settlement Rules"" and other business rule",Gemini_Enhanced,high,2025-06-26T07:52:09.028047,3,official_exchange_announcement; recent_year:2025,,8
2024-12-31,Shanghai International Energy Exchange issued a notice on temporarily exempting the registration fee for delivery commodities,https://www.shfe.com.cn/publicnotice/notice/202412/t20241231_824187.html,,operational_data,other,,,2025-01-01,suspended,fee_exemption,The registration fee for delivery goods will be temporarily waived.,,"the registration fee for delivery goods will be temporarily waived from January 1 , 2025 to December 31 , 2025",Gemini_Enhanced,high,2025-06-26T07:52:18.728648,6,general_commodities:1; trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-31,Shanghai International Energy Exchange issued a notice on temporarily exempting the registration fee for delivery commodities,https://www.shfe.com.cn/publicnotice/notice/202412/t20241231_824187.html,,operational_data,other,,,2025-12-31,resumed,fee_exemption,The registration fee for delivery goods will be temporarily waived.,,"the registration fee for delivery goods will be temporarily waived from January 1 , 2025 to December 31 , 2025",Gemini_Enhanced,high,2025-06-26T07:52:18.728671,6,general_commodities:1; trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-31,SHFE's Notice on Temporarily Waiving Registration Fees for Delivery Commodities,https://www.shfe.com.cn/publicnotice/notice/202412/t20241231_824184.html,,operational_data,other,,,2025-01-01,suspended,fee_waiver,Registration fee for delivery goods will be temporarily waived.,,"the registration fee for delivery goods will be temporarily waived from January 1 , 2025 to December 31 , 2025",Gemini_Enhanced,high,2025-06-26T07:52:27.477120,4,trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-31,SHFE's Notice on Temporarily Waiving Registration Fees for Delivery Commodities,https://www.shfe.com.cn/publicnotice/notice/202412/t20241231_824184.html,,operational_data,other,,,2025-12-31,resumed,fee_waiver,Registration fee for delivery goods will be temporarily waived.,,"the registration fee for delivery goods will be temporarily waived from January 1 , 2025 to December 31 , 2025",Gemini_Enhanced,high,2025-06-26T07:52:27.477155,4,trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-27,Shanghai International Energy Exchange issued a notice on reducing and exempting delivery fees and other related fees,https://www.shfe.com.cn/publicnotice/notice/202412/t20241227_824165.html,all_INE_commodities,operational_data,delivery_operations,,,2025-01-01,suspended,delivery_fee_exemption,"Delivery fees for all products (except the CEI (European Line) futures) are temporarily exempted (including EFP and standard warrant transfers, which are settled through the Exchange and charge fees b",,"Delivery fees for all products (except the CEI (European Line) futures) are temporarily exempted (including EFP and standard warrant transfers, which are settled through the Exchange and charge fees b",Gemini_Enhanced,high,2025-06-26T07:52:43.708482,6,general_commodities:1; trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-27,Shanghai International Energy Exchange issued a notice on reducing and exempting delivery fees and other related fees,https://www.shfe.com.cn/publicnotice/notice/202412/t20241227_824165.html,all_INE_commodities,operational_data,delivery_operations,,,2025-01-01,suspended,fee_reduction,The handling fee for standard warehouse receipts as margin is temporarily waived.,,The handling fee for standard warehouse receipts as margin is temporarily waived.,Gemini_Enhanced,high,2025-06-26T07:52:43.708533,6,general_commodities:1; trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-27,Shanghai International Energy Exchange issued a notice on reducing and exempting delivery fees and other related fees,https://www.shfe.com.cn/publicnotice/notice/202412/t20241227_824165.html,all_INE_commodities,operational_data,delivery_operations,,,2025-01-01,adjusted_to,fee_reduction,The hedging transaction fees for all products will be reduced by half.,,The hedging transaction fees for all products will be reduced by half.,Gemini_Enhanced,high,2025-06-26T07:52:43.708556,6,general_commodities:1; trading_operations:1; official_exchange_announcement; recent_year:2024,,8
2024-12-24,"Announcement on Approval of Jiuquan Iron and Steel (Group) Co., Ltd. to Add HRB400E Grade to ""Jiugang"" Brand Rebar",https://www.shfe.com.cn/publicnotice/notice/202412/t20241224_824124.html,rebar,operational_data,quality_standards,,,2024-12-24,increased,quality_change,"Agree to add HRB400E grade to Jiuquan Iron and Steel (Group) Co., Ltd.'s ""Jiugang"" brand rebar. From the date of this announcement, standard warehouse receipts can be generated for the ""Jiugang"" brand","Jiuquan Iron and Steel (Group) Co., Ltd.","Agree to add HRB400E grade to Jiuquan Iron and Steel (Group) Co., Ltd.'s ""Jiugang"" brand rebar ; 2. From the date of this announcement, standard warehouse receipts can be generated for the ""Jiugang"" b",Gemini_Enhanced,high,2025-06-26T07:53:01.016529,5,general_commodities:2; recent_year:2024,,8
2024-12-24,"Announcement on Approval of Registration of ""Guanglu"" Brand Alumina of Guizhou Guanglu Alumina Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241224_824114.html,alumina,operational_data,warehouse_operations,,,2024-12-24,increased,warehouse_capacity,"Agree to register the ""Guanglu"" brand alumina produced by Guizhou Guanglu Alumina Co., Ltd. in our institute, with a registered production capacity of 800,000 tons and the implementation of the standa","Guizhou Guanglu Alumina Co., Ltd.","Agree to register the ""Guanglu"" brand alumina produced by Guizhou Guanglu Alumina Co., Ltd. in our institute, with a registered production capacity of 800,000 tons and the implementation of the standa",Gemini_Enhanced,high,2025-06-26T07:53:09.672569,3,general_commodities:1; recent_year:2024,,8
2024-12-24,"Announcement on Approval of Registration of ""Jiutian Brand"" Alumina of State Power Investment Corporation Zunyi Industrial Development Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241224_824113.html,alumina,operational_data,warehouse_operations,,,2024-12-24,increased,warehouse_capacity,"Agree to register the ""Jiutian Brand"" alumina produced by Zunyi Industrial Development Co., Ltd. of State Power Investment Corporation with our institute, with a registered production capacity of 1 mi","State Power Investment Corporation Zunyi Industrial Development Co., Ltd.","Agree to register the ""Jiutian Brand"" alumina produced by Zunyi Industrial Development Co., Ltd. of State Power Investment Corporation with our institute, with a registered production capacity of 1 mi",Gemini_Enhanced,high,2025-06-26T07:53:18.484518,3,general_commodities:1; recent_year:2024,,8
2024-12-20,"Announcement on Approval of Guangxi Huaxi Nonferrous Metals Co., Ltd. to Increase the Registered Brand of Tin Ingots",https://www.shfe.com.cn/publicnotice/notice/202412/t20241220_824082.html,tin,operational_data,other,,,2024-12-20,increased,quality_change,"Agree to register the ""Jinhai"" brand Sn99.95AA grade tin ingots produced by Guangxi Huaxi Nonferrous Metals Co., Ltd. with a premium of 300 yuan / ton.","Guangxi Huaxi Nonferrous Metals Co., Ltd.; Laibin Huaxi Smelting Co., Ltd.","Agree to register the ""Jinhai"" brand Sn99.95AA grade tin ingots produced by Guangxi Huaxi Nonferrous Metals Co., Ltd. in our institute, with a premium of 300 yuan / ton.",Gemini_Enhanced,high,2025-06-26T07:53:33.812573,4,general_commodities:1; trading_operations:1; recent_year:2024,,8
2024-12-20,"Announcement on Approval of Qingtongxia Aluminum Co., Ltd. to Increase Aluminum Ingot Product Specifications",https://www.shfe.com.cn/publicnotice/notice/202412/t20241220_824081.html,aluminum,operational_data,warehouse_operations,,,2024-12-20,increased,warehouse_capacity,"Agree to register the single 25kg "" QTX "" brand aluminum ingot produced by Qingtongxia Aluminum Co., Ltd. in our institute. From the date of this announcement, the above-mentioned products can be used","Qingtongxia Aluminum Co., Ltd.","Agree to register the single 25kg "" QTX "" brand aluminum ingot produced by Qingtongxia Aluminum Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:53:42.611547,4,general_commodities:1; trading_operations:1; recent_year:2024,,8
2024-12-20,"Announcement on Approval of Registration of ""HUAYOUgx"" Brand Electrolytic Nickel (Electrodeposition Process) of Zhejiang Huayou Cobalt Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241220_824080.html,nickel,operational_data,other,,,2024-12-20,increased,delivery_operations,"Approval of ""HUAYOUgx"" brand electrolytic nickel for delivery of nickel futures contracts.","Zhejiang Huayou Cobalt Co., Ltd.; Guangxi Huayou New Materials Co., Ltd.","Agree to register the "" HUAYOUgx "" brand electrolytic nickel (electrolytic process, Ni99.96 ) produced by Guangxi Huayou New Materials Co., Ltd., a subsidiary of Zhejiang Huayou Cobalt Co., Ltd. , in ",Gemini_Enhanced,high,2025-06-26T07:53:51.387590,3,general_commodities:1; recent_year:2024,,8
2024-12-20,"Announcement on Approval of Registration of ""CNGR"" Brand Electrolytic Nickel (Electrodeposition Process) of Guangxi Zhongwei New Energy Technology Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241220_824079.html,nickel,operational_data,other,,,2024-12-20,increased,delivery_operations,"Agree to register the ""CNGR"" brand electrolytic nickel (electrolytic process, Ni99.96) produced by Guangxi Zhongwei New Energy Technology Co., Ltd.  with a registered production capacity of 25,000 ton","Guangxi Zhongwei New Energy Technology Co., Ltd.","Agree to register the "" CNGR"" brand electrolytic nickel (electrolytic process, Ni99.96 ) produced by Guangxi Zhongwei New Energy Technology Co., Ltd. in our institute, with a registered production cap",Gemini_Enhanced,high,2025-06-26T07:54:00.132340,3,general_commodities:1; recent_year:2024,,8
2024-12-17,"Announcement on Approval of New Origin for the Registration of “Angang” Brand Hot-Rolled Coil Products of Ansteel Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241217_824060.html,hot_rolled_coil,operational_data,warehouse_operations,,,2024-12-17,increased,warehouse_capacity,"Agree to add Liaoning Chaoyang as the new place of origin for Anshan Iron and Steel Co., Ltd.'s ""Angang"" brand hot-rolled coil registered products.","Ansteel Co., Ltd.; Anshan Iron and Steel Group Chaoyang Iron and Steel Co., Ltd.","Agree to add Liaoning Chaoyang as the new place of origin for Anshan Iron and Steel Co., Ltd.'s ""Angang"" brand hot-rolled coil registered products.",Gemini_Enhanced,high,2025-06-26T07:54:08.648820,3,general_commodities:1; recent_year:2024,,8
2024-12-17,"Announcement on Approval of Registration of ""TORCH"" Brand Gold Ingots of Zhuzhou Smelting Group Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241217_823704.html,gold,operational_data,other,,,2024-12-17,increased,delivery_operations,"TORCH brand gold ingots produced by Shuikoushan Nonferrous Metals Co., Ltd. are approved for gold futures contract delivery.","Zhuzhou Smelting Group Co., Ltd.; Shuikoushan Nonferrous Metals Co., Ltd.","Agree to register the “ TORCH ” brand gold ingots produced by Shuikoushan Nonferrous Metals Co., Ltd., a subsidiary of Zhuzhou Smelting Group Co., Ltd. , in our institute and implement the standard pr",Gemini_Enhanced,high,2025-06-26T07:54:17.278792,5,general_commodities:2; recent_year:2024,,8
2024-12-16,"Announcement on Approval of Registration of ""Huli"" Brand Rebar of Xinjiang Bayi Iron and Steel Co., Ltd.",https://www.shfe.com.cn/publicnotice/notice/202412/t20241216_823688.html,rebar,operational_data,other,,,2024-12-16,adjusted_to,quality_change,"Approval of ""Huli"" brand rebar produced by Xinjiang Bayi Iron and Steel Co., Ltd. for delivery against SHFE rebar futures contracts.","Xinjiang Bayi Iron and Steel Co., Ltd.","We agree to register the ""Huli"" brand rebar products produced by Xinjiang Bayi Iron and Steel Co., Ltd. in our institute.",Gemini_Enhanced,high,2025-06-26T07:54:26.546977,5,general_commodities:2; recent_year:2024,,8
